segment_id,event_era,month,dow,missing_count,short_yield_bin,long_yield_bin,spread_bin,short_chg1_bin,short_chg5_bin,long_chg1_bin,long_chg5_bin,spread_chg1_bin,spread_chg5_bin,short_std20_bin,spread_std20_bin,slice_high_rate_vol,target_bear_steepen_shock_10d,row_id
80862372742404863,0,4,1,0,11,11,0,5,7,4,10,4,10,4,6,0,0,63
80862372742404863,0,4,2,0,11,11,0,0,3,0,7,4,10,4,6,0,0,64
80862372742404863,0,4,3,0,11,11,0,6,2,7,5,9,9,4,6,0,0,65
80862372742404863,0,4,4,0,11,11,1,3,1,5,3,7,8,5,7,0,0,66
80862372742404863,0,4,0,0,11,11,1,8,2,8,3,7,7,5,7,0,0,67
80862372742404863,0,4,1,0,11,11,1,6,2,7,4,7,8,4,7,0,0,68
80862372742404863,0,4,2,0,11,11,1,9,7,9,9,7,9,4,8,0,0,69
80862372742404863,0,4,3,0,11,11,1,7,8,7,8,6,8,3,8,0,0,70
80862372742404863,0,4,0,0,11,11,1,9,10,9,10,6,8,3,8,0,0,71
80862372742404863,0,4,1,0,11,11,1,11,11,11,11,6,7,3,8,0,0,72
80862372742404863,0,4,2,0,11,11,1,11,11,11,11,6,7,5,8,0,0,73
80862372742404863,0,4,3,0,11,11,1,9,11,7,11,3,4,6,7,0,0,74
80862372742404863,0,4,4,0,11,11,1,7,11,11,11,11,9,7,7,0,0,75
80862372742404863,0,4,0,0,11,11,1,10,11,9,11,3,9,8,7,0,0,76
80862372742404863,0,4,1,0,11,11,1,10,11,7,11,1,7,9,6,1,0,77
80862372742404863,0,4,2,0,11,11,1,9,11,7,10,3,5,10,5,1,0,78
80862372742404863,0,4,3,0,11,11,1,11,11,10,11,3,4,10,4,1,0,79
80862372742404863,0,4,4,0,11,11,1,1,11,5,10,10,2,11,3,1,0,80
80862372742404863,0,4,0,0,11,11,1,3,10,3,8,5,3,11,3,1,0,81
80862372742404863,0,5,1,0,11,11,1,10,10,9,9,3,4,11,2,1,0,82
80862372742404863,0,5,2,0,11,11,0,9,10,7,9,2,4,11,2,1,0,83
80862372742404863,0,5,3,0,11,11,1,0,3,1,4,9,7,11,2,1,0,84
80862372742404863,0,5,4,0,11,11,1,0,0,0,0,11,10,11,2,1,0,85
80862372742404863,0,5,0,0,11,11,1,10,0,8,1,3,9,11,3,1,0,86
80862372742404863,0,5,1,0,11,11,1,1,0,3,0,10,10,11,4,1,0,87
80862372742404863,0,5,2,0,11,11,1,11,0,9,0,2,10,10,4,1,0,88
80862372742404863,0,5,3,0,11,11,1,1,0,1,0,6,10,10,4,1,0,89
80862372742404863,0,5,4,0,11,11,1,0,1,0,0,1,2,10,4,1,0,90
80862372742404863,0,5,0,0,11,11,1,1,0,3,0,7,4,10,4,1,0,91
80862372742404863,0,5,1,0,11,11,1,9,1,9,0,8,2,11,4,1,0,92
80862372742404863,0,5,2,0,11,11,1,6,0,8,0,9,7,11,4,1,0,93
80862372742404863,0,5,3,0,11,11,1,9,1,7,1,3,5,11,4,1,0,94
80862372742404863,0,5,4,0,11,11,1,11,9,10,9,4,8,11,4,1,0,95
80862372742404863,0,5,0,0,11,11,1,3,10,5,10,8,8,11,4,1,0,96
80862372742404863,0,5,1,0,11,11,1,0,6,0,6,3,6,11,4,1,0,97
80862372742404863,0,5,2,0,11,11,1,3,4,2,3,3,2,11,4,1,0,98
80862372742404863,0,5,3,0,11,11,1,5,2,8,4,10,6,11,3,1,0,99
80862372742404863,0,5,4,0,11,11,1,9,1,10,3,9,9,11,3,1,0,100
80862372742404863,0,5,1,0,11,11,1,5,2,3,3,3,7,11,3,1,0,101
80862372742404863,0,5,2,0,11,11,1,2,3,2,4,5,8,10,3,1,0,102
80862372742404863,0,5,3,0,11,11,1,8,5,4,6,1,6,9,2,1,0,103
80862372742404863,0,6,4,0,11,11,1,0,0,0,0,7,4,8,1,0,0,104
80862372742404863,0,6,0,0,11,11,1,3,0,6,0,9,3,9,1,1,0,105
80862372742404863,0,6,1,0,11,11,1,9,0,9,0,7,5,9,1,1,0,106
80862372742404863,0,6,2,0,11,11,1,6,1,5,1,4,4,9,0,1,0,107
80862372742404863,0,6,3,0,11,11,1,6,0,6,1,6,8,9,0,1,0,108
80862372742404863,0,6,4,0,11,11,1,5,6,6,7,7,8,8,0,0,0,109
80862372742404863,0,6,0,0,11,11,1,9,8,7,7,4,5,8,0,0,0,110
80862372742404863,0,6,1,0,11,11,1,6,7,6,6,6,5,8,0,0,0,111
80862372742404863,0,6,2,0,11,11,1,0,2,0,3,7,7,9,0,1,0,112
80862372742404863,0,6,3,0,11,11,1,3,2,4,3,7,7,9,0,1,0,113
80862372742404863,0,6,4,0,11,11,1,11,6,11,6,4,6,9,0,1,0,114
80862372742404863,0,6,0,0,11,11,1,11,8,9,7,2,4,8,0,0,0,115
80862372742404863,0,6,1,0,11,11,1,8,9,7,7,4,4,8,0,0,0,116
80862372742404863,0,6,2,0,11,11,1,8,11,9,10,9,5,7,0,0,0,117
80862372742404863,0,6,3,0,11,11,1,3,11,3,10,3,3,7,0,0,0,118
80862372742404863,0,6,4,0,11,11,1,5,9,5,7,6,4,6,0,0,0,119
80862372742404863,0,6,0,0,11,11,1,10,9,10,9,9,8,6,0,0,0,120
80862372742404863,0,6,1,0,11,11,1,2,6,4,8,9,9,5,0,0,0,121
80862372742404863,0,6,2,0,11,11,1,1,2,2,4,6,8,4,0,0,0,122
80862372742404863,0,6,3,0,11,11,1,1,2,2,4,7,9,4,0,0,0,123
80862372742404863,0,6,4,0,11,11,2,0,0,2,3,9,10,4,1,0,0,124
80862372742404863,0,7,0,0,11,11,1,7,0,6,1,4,9,5,2,0,0,125
80862372742404863,0,7,1,0,11,11,2,1,0,3,1,9,9,5,2,0,0,126
80862372742404863,0,7,3,0,11,11,2,9,1,7,2,5,9,6,3,0,0,127
80862372742404863,0,7,4,0,11,11,2,11,6,11,7,4,8,6,3,0,0,128
80862372742404863,0,7,0,0,11,11,1,11,11,10,10,4,5,6,3,0,0,129
80862372742404863,0,7,1,0,11,11,1,7,11,6,10,4,5,6,3,0,0,130
80862372742404863,0,7,2,0,11,11,1,6,11,6,11,6,3,6,3,0,0,131
80862372742404863,0,7,3,0,11,11,2,0,4,1,9,11,10,7,6,0,0,132
80862372742404863,0,7,4,0,11,11,2,1,0,1,3,8,11,7,7,0,0,133
80862372742404863,0,7,0,0,11,11,2,8,0,5,1,2,11,8,8,0,0,134
80862372742404863,0,7,1,0,11,11,2,3,0,6,1,9,11,9,8,1,0,135
80862372742404863,0,7,2,0,11,11,3,6,0,10,3,11,11,9,9,1,0,136
80862372742404863,0,7,3,0,11,11,3,6,2,7,6,7,10,9,9,1,0,137
80862372742404863,0,7,4,0,11,11,3,1,3,3,7,9,10,9,9,1,0,138
80862372742404863,0,7,0,0,11,11,3,3,2,6,7,9,11,9,10,1,0,139
80862372742404863,0,7,1,0,11,11,3,11,5,9,9,3,10,9,10,1,0,140
80862372742404863,0,7,2,0,11,11,3,2,3,3,6,6,9,9,10,1,0,141
80862372742404863,0,7,3,0,11,11,3,6,3,6,5,6,8,9,10,1,0,142
80862372742404863,0,7,4,0,11,11,3,0,2,1,3,7,7,9,10,1,0,143
80862372742404863,0,7,0,0,11,11,3,0,1,0,1,4,4,10,10,1,0,144
80862372742404863,0,7,1,0,11,11,3,3,0,7,1,10,8,10,10,1,0,145
80862372742404863,0,8,2,0,11,11,3,1,0,1,0,4,8,10,10,1,1,146
80862372742404863,0,8,3,0,11,11,4,10,0,11,3,11,10,11,10,1,1,147
80862372742404863,0,8,4,0,11,11,4,0,0,7,6,11,11,11,10,1,0,148
80862372742404863,0,8,0,0,11,11,5,11,4,11,11,11,11,10,11,1,0,149
80862372742404863,0,8,1,0,11,11,5,11,10,10,11,0,11,10,11,1,0,150
80862372742404863,0,8,2,0,11,11,5,3,11,5,11,7,11,9,11,1,0,151
80862372742404863,0,8,3,0,11,11,4,3,10,0,11,0,11,9,11,1,0,152
80862372742404863,0,8,4,0,11,11,5,2,11,7,11,11,10,8,11,0,0,153
80862372742404863,0,8,0,0,11,11,5,5,8,9,6,10,3,8,11,0,0,154
80862372742404863,0,8,1,0,11,11,5,6,2,1,2,0,4,8,11,0,0,155
80862372742404863,0,8,2,0,11,11,5,6,2,4,1,3,2,7,11,0,0,156
80862372742404863,0,8,3,0,11,11,4,11,10,11,9,1,6,7,11,0,0,157
80862372742404863,0,8,4,0,11,11,5,8,11,9,10,9,3,7,11,0,0,158
80862372742404863,0,8,0,0,11,11,4,9,11,7,9,3,1,8,11,0,0,159
80862372742404863,0,8,1,0,11,11,4,10,11,8,11,2,1,8,11,0,0,160
80862372742404863,0,8,2,0,11,11,4,11,11,10,11,6,2,9,11,1,0,161
80862372742404863,0,8,3,0,11,11,5,6,11,11,11,11,10,10,11,1,0,162
80862372742404863,0,8,4,0,11,11,5,11,11,10,11,4,8,10,10,1,0,163
80862372742404863,0,8,0,0,11,11,4,0,9,0,9,1,7,10,10,1,0,164
80862372742404863,0,8,1,0,11,11,5,8,8,9,9,9,9,10,9,1,0,165
80862372742404863,0,8,2,0,11,11,4,0,2,0,3,2,8,10,7,1,0,166
80862372742404863,0,8,3,0,11,11,5,1,1,7,1,11,6,10,5,1,0,167
80862372742404863,0,8,4,0,11,11,5,1,0,6,0,10,9,9,5,1,0,168
80862372742404863,0,9,1,0,11,11,5,8,1,9,6,9,11,9,5,1,0,169
80862372742404863,0,9,2,0,11,11,5,1,0,2,3,7,11,9,6,1,0,170
80862372742404863,0,9,3,0,11,11,5,9,2,4,6,1,10,9,6,1,0,171
80862372742404863,0,9,4,0,11,11,5,3,2,3,4,5,8,9,6,1,0,172
80862372742404863,0,9,0,0,11,11,5,10,7,9,6,3,4,9,6,1,0,173
80862372742404863,0,9,1,0,11,11,5,7,6,4,3,2,1,8,6,0,0,174
80862372742404863,0,9,2,0,11,11,5,1,7,5,4,10,2,7,6,0,0,175
80862372742404863,0,9,3,0,11,11,5,1,3,6,5,10,8,7,7,0,0,176
80862372742404863,0,9,4,0,11,11,5,8,5,9,8,9,10,7,7,0,0,177
80862372742404863,0,9,0,0,11,11,5,9,3,9,8,7,10,7,7,0,0,178
80862372742404863,0,9,1,0,11,11,6,3,2,6,8,9,11,7,8,0,0,179
80862372742404863,0,9,2,0,11,11,5,10,7,4,8,0,8,7,7,0,0,180
80862372742404863,0,9,3,0,11,11,5,8,10,8,9,7,6,7,6,0,0,181
80862372742404863,0,9,4,0,11,11,6,8,10,11,10,11,8,6,7,0,0,182
80862372742404863,0,9,0,0,11,11,5,11,11,9,10,1,4,5,7,0,0,183
80862372742404863,0,9,1,0,11,11,5,2,11,4,10,8,3,4,6,0,0,184
80862372742404863,0,9,2,0,11,11,5,3,9,4,10,6,8,4,6,0,0,185
80862372742404863,0,9,3,0,11,11,5,0,3,0,6,9,9,3,5,0,0,186
80862372742404863,0,9,4,0,11,11,5,2,2,0,1,0,1,4,4,0,0,187
80862372742404863,0,10,0,0,11,11,5,0,0,0,0,1,2,4,4,0,0,188
80862372742404863,0,10,1,0,11,11,5,3,0,3,0,5,1,5,5,0,0,189
80862372742404863,0,10,2,0,11,11,5,2,0,8,0,11,5,6,5,0,0,190
80862372742404863,0,10,3,0,11,11,5,5,0,2,0,1,2,7,5,0,0,191
80862372742404863,0,10,4,0,11,11,5,1,0,4,1,10,9,8,5,0,0,192
80862372742404863,0,10,1,0,11,11,6,11,6,11,10,10,11,9,5,1,0,193
80862372742404863,0,10,2,0,11,11,6,10,9,10,11,8,11,8,4,0,0,194
80862372742404863,0,10,3,0,11,11,6,6,10,8,11,9,10,8,5,0,0,195
80862372742404863,0,10,4,0,11,11,6,1,9,0,11,1,10,9,5,1,0,196
80862372742404863,0,10,0,0,11,11,6,3,10,3,10,3,9,9,5,1,0,197
80862372742404863,0,10,1,0,11,11,5,6,4,4,4,3,4,9,5,1,0,198
80862372742404863,0,10,2,0,11,11,5,6,2,3,1,2,2,9,5,1,0,199
80862372742404863,0,10,3,0,11,11,5,5,2,2,0,1,0,9,5,1,0,200
80862372742404863,0,10,4,0,11,11,5,1,2,0,0,1,0,9,6,1,0,201
80862372742404863,0,10,0,0,11,11,5,6,2,7,1,8,1,9,6,1,0,202
80862372742404863,0,10,1,0,11,11,5,5,2,7,1,9,2,8,6,0,0,203
80862372742404863,0,10,2,0,11,11,5,6,2,7,2,7,4,7,6,0,0,204
80862372742404863,0,10,3,0,11,11,5,2,1,2,2,5,7,5,6,0,0,205
80862372742404863,0,10,4,0,11,11,5,6,3,7,6,8,10,5,6,0,0,206
80862372742404863,0,10,0,0,11,11,6,9,4,10,8,10,10,4,6,0,0,207
80862372742404863,0,10,1,0,11,11,6,2,3,6,7,10,10,4,6,0,0,208
80862372742404863,0,10,2,0,11,11,6,3,2,2,6,2,10,5,6,0,0,209
80862372742404863,0,11,3,0,11,11,6,0,1,0,4,7,10,6,6,0,0,210
80862372742404863,0,11,4,0,11,11,6,6,1,6,3,6,9,7,5,0,0,211
80862372742404863,0,11,0,0,11,11,6,1,0,1,0,2,5,8,5,0,0,212
80862372742404863,0,11,1,0,11,11,5,9,1,7,0,5,3,9,5,1,0,213
80862372742404863,0,11,2,0,11,11,6,8,2,10,3,10,7,8,5,0,0,214
80862372742404863,0,11,3,0,11,11,6,6,5,7,6,7,7,8,5,0,0,215
80862372742404863,0,11,4,0,11,11,6,1,2,0,3,1,5,8,5,0,0,216
80862372742404863,0,11,1,0,11,11,5,4,4,0,1,0,1,8,6,0,0,217
80862372742404863,0,11,2,0,11,11,5,3,2,5,1,7,1,9,6,1,0,218
80862372742404863,0,11,3,0,11,11,5,8,2,7,0,4,0,8,6,0,0,219
80862372742404863,0,11,4,0,11,11,5,3,2,1,0,1,0,8,7,0,0,220
80862372742404863,0,11,0,0,11,11,5,10,6,9,1,7,0,8,7,0,0,221
80862372742404863,0,11,1,0,11,11,5,6,7,3,4,1,1,7,8,0,0,222
80862372742404863,0,11,2,0,11,11,5,0,4,2,3,9,2,7,8,0,0,223
80862372742404863,0,11,4,0,11,11,5,3,2,7,3,9,4,7,8,0,0,224
80862372742404863,0,11,0,0,11,11,5,8,4,5,4,2,5,7,9,0,0,225
80862372742404863,0,11,1,0,11,11,5,1,1,7,3,11,9,7,9,0,0,226
80862372742404863,0,11,2,0,11,11,5,10,2,8,6,1,9,6,9,0,0,227
80862372742404863,0,11,3,0,11,11,5,9,8,7,8,5,8,5,9,0,0,228
80862372742404863,0,11,4,0,11,11,5,1,6,1,5,3,4,4,8,0,0,229
80862372742404863,0,12,0,0,11,11,5,3,3,3,4,3,5,4,8,0,0,230
80862372742404863,0,12,1,0,11,11,5,1,3,3,3,9,3,4,8,0,0,231
80862372742404863,0,12,2,0,11,11,5,6,2,3,1,1,2,4,8,0,0,232
80862372742404863,0,12,3,0,11,11,5,9,2,7,1,5,2,4,8,0,0,233
80862372742404863,0,12,4,0,11,11,5,0,0,0,0,6,3,6,7,0,0,234
80862372742404863,0,12,0,0,11,11,5,1,0,2,0,7,5,7,5,0,0,235
80862372742404863,0,12,1,0,11,11,4,3,0,2,0,3,2,8,3,0,0,236
80862372742404863,0,12,2,0,11,11,5,2,0,3,0,7,5,9,3,1,0,237
80862372742404863,0,12,3,0,11,11,4,11,0,10,0,3,4,9,3,1,0,238
80862372742404863,0,12,4,0,11,11,5,10,7,10,7,10,6,9,2,1,0,239
80862372742404863,0,12,0,0,11,11,5,2,7,3,7,7,7,10,2,1,0,240
80862372742404863,0,12,1,0,11,11,5,3,7,3,8,6,8,9,2,1,0,241
80862372742404863,0,12,2,0,11,11,5,0,5,7,9,11,10,10,3,1,0,242
80862372742404863,0,12,3,0,11,11,5,10,3,10,8,8,11,10,4,1,0,243
80862372742404863,0,12,4,0,11,11,5,10,3,10,8,7,10,9,5,1,0,244
80862372742404863,0,12,0,0,11,11,5,10,8,11,11,10,11,9,6,1,0,245
80862372742404863,0,12,2,0,11,11,6,0,5,2,10,10,11,9,7,1,0,246
80862372742404863,0,12,3,0,11,11,5,3,8,2,9,2,10,9,8,1,0,247
80862372742404863,0,12,4,0,11,11,6,6,6,9,9,10,10,8,8,0,0,248
80862372742404863,0,12,0,0,11,11,6,0,1,1,5,10,11,8,9,0,0,249
80862372742404863,0,1,2,0,11,11,6,0,0,0,0,1,9,8,9,0,1,250
80862372742404863,0,1,3,0,11,11,5,6,0,2,0,1,3,8,9,0,0,251
80862372742404863,0,1,4,0,11,11,5,11,2,11,3,6,5,7,9,0,0,252
80862372742404863,0,1,0,0,11,11,6,9,3,11,6,11,9,6,9,0,0,253
80862372742404863,0,1,1,0,11,11,6,1,6,8,9,11,10,6,10,0,0,254
80862372742404863,0,1,2,0,11,11,7,1,7,11,11,11,11,7,10,0,0,255
80862372742404863,0,1,3,0,11,11,6,10,9,0,11,0,11,7,11,0,0,256
80862372742404863,0,1,4,0,11,11,6,6,4,9,11,10,11,7,11,0,0,257
80862372742404863,0,1,0,0,11,11,6,10,4,9,9,5,11,7,11,0,0,258
80862372742404863,0,1,1,0,11,11,6,3,6,5,8,7,9,6,10,0,0,259
80862372742404863,0,1,2,0,11,11,6,10,10,7,6,1,0,6,10,0,0,260
80862372742404863,0,1,3,0,11,11,5,3,9,0,2,0,0,5,10,0,0,261
80862372742404863,0,1,4,0,11,11,6,1,6,3,1,9,0,5,10,0,0,262
80862372742404863,0,1,1,0,11,11,6,5,3,9,1,11,0,5,10,0,0,263
80862372742404863,0,1,2,0,11,11,6,1,2,3,0,8,0,5,9,0,0,264
80862372742404863,0,1,3,0,11,11,6,2,0,3,0,7,1,4,9,0,0,265
80862372742404863,0,1,4,0,11,11,6,10,2,10,6,7,10,4,9,0,0,266
80862372742404863,0,1,0,0,11,11,6,9,5,6,7,2,9,3,9,0,0,267
80862372742404863,0,1,1,0,11,11,6,3,4,3,4,3,5,3,9,0,0,268
80862372742404863,0,1,2,0,11,11,6,3,5,8,6,11,8,3,9,0,0,269
80862372742404863,0,1,3,0,11,11,6,3,6,3,7,5,7,3,9,0,0,270
80862372742404863,0,2,4,0,11,11,6,0,0,0,1,11,11,6,9,0,0,271
80862372742404863,0,2,0,0,11,11,6,5,0,3,0,2,11,8,8,0,0,272
80862372742404863,0,2,1,0,11,11,6,3,0,3,0,4,11,9,8,1,0,273
80862372742404863,0,2,2,0,11,11,6,9,0,1,0,0,5,10,8,1,0,274
80862372742404863,0,2,3,0,11,11,6,3,0,9,0,11,9,10,7,1,0,275
80862372742404863,0,2,4,0,11,11,6,6,4,1,1,0,0,10,7,1,0,276
80862372742404863,0,2,0,0,10,11,6,3,3,7,2,10,2,10,7,1,0,277
80862372742404863,0,2,1,0,10,11,6,6,5,6,3,6,2,11,7,1,0,278
80862372742404863,0,2,2,0,10,11,6,6,3,6,6,6,8,11,7,1,0,279
80862372742404863,0,2,3,0,10,11,6,4,4,7,5,10,7,10,7,1,0,280
80862372742404863,0,2,4,0,11,11,6,10,7,4,6,0,5,10,6,1,0,281
80862372742404863,0,2,1,0,11,11,6,10,10,7,7,1,1,10,5,1,0,282
80862372742404863,0,2,2,0,11,11,6,6,10,9,8,10,3,10,5,1,0,283
80862372742404863,0,2,3,0,11,11,6,9,10,9,9,7,4,10,5,1,0,284
80862372742404863,0,2,4,0,11,11,6,11,11,9,10,1,1,9,5,1,1,285
80862372742404863,0,2,0,0,11,11,6,7,11,6,10,4,3,9,5,1,0,286
80862372742404863,0,2,1,0,11,11,6,7,10,10,10,10,8,9,5,1,0,287
80862372742404863,0,2,2,0,11,11,6,8,11,8,10,7,5,8,5,0,0,288
80862372742404863,0,2,3,0,11,11,6,9,10,9,10,8,6,8,5,0,0,289
80862372742404863,0,3,4,0,11,11,6,11,11,11,11,1,7,9,5,1,0,290
80862372742404863,0,3,0,0,11,11,6,3,11,6,11,9,8,10,4,1,0,291
80862372742404863,0,3,1,0,11,11,6,2,10,3,10,5,5,10,4,1,0,292
80862372742404863,0,3,2,0,11,11,6,9,10,8,10,7,5,10,3,1,0,293
80862372742404863,0,3,3,0,11,11,6,2,9,3,8,5,4,10,3,1,0,294
80862372742404863,0,3,4,0,11,11,6,2,2,10,6,11,11,10,3,1,0,295
80862372742404863,0,3,0,0,11,11,6,2,1,1,4,1,9,10,4,1,0,296
80862372742404863,0,3,1,0,11,11,6,9,3,8,6,7,10,10,4,1,0,297
80862372742404863,0,3,2,0,11,11,6,0,1,1,3,6,10,9,4,1,0,298
80862372742404863,0,3,3,0,11,11,6,1,0,6,4,11,11,9,5,1,0,299
80862372742404863,0,3,4,0,11,11,7,10,2,11,4,9,8,8,6,0,0,300
80862372742404863,0,3,0,0,11,11,6,11,8,10,9,2,9,7,6,0,0,301
80862372742404863,0,3,1,0,11,11,6,11,11,11,10,1,7,7,6,0,0,302
80862372742404863,0,3,2,0,11,11,6,3,11,1,11,1,4,7,6,0,0,303
80862372742404863,0,3,3,0,11,11,6,0,11,3,10,10,3,6,6,0,0,304
80862372742404863,0,3,4,0,11,11,6,6,10,3,7,2,1,6,6,0,0,305
80862372742404863,0,3,0,0,11,11,6,7,8,6,5,4,1,6,5,0,0,306
80862372742404863,0,3,1,0,11,11,6,9,3,6,2,2,2,5,5,0,0,307
80862372742404863,0,3,2,0,11,11,6,0,1,1,2,10,7,5,5,0,0,308
80862372742404863,0,3,3,0,11,11,6,1,1,3,2,9,6,5,5,0,0,309
80862372742404863,0,4,0,0,11,11,6,5,1,7,3,9,9,5,5,0,0,310
80862372742404863,0,4,1,0,11,11,6,2,0,2,2,5,10,6,5,0,0,311
80862372742404863,0,4,2,0,11,11,6,9,0,8,3,7,10,6,4,0,0,312
80862372742404863,0,4,3,0,11,11,6,1,1,1,3,5,9,6,4,0,0,313
80862372742404863,0,4,4,0,11,11,6,3,2,5,3,8,8,7,3,0,0,314
80862372742404863,0,4,0,0,11,11,6,5,2,5,3,6,7,7,3,0,0,315
80862372742404863,0,4,1,0,11,11,6,9,4,9,6,8,8,8,4,0,0,316
80862372742404863,0,4,2,0,11,11,6,11,7,10,7,5,7,8,4,0,0,317
